"","X.1","X","pop","abs","tempo","conc","experiment","abs_norm","n_base","n_parasitos"
"321",321,321,"REF",0.166,2,0,"EXP3",0.356133333333333,5e+05,233058.77948334
"322",322,322,"GSH1",0.17,2,0,"EXP3",0.300333333333333,5e+05,283018.867924528
"323",323,323,"C6",0.166,2,0,"EXP3",0.224533333333333,5e+05,369655.581947743
"324",324,324,"C7",0.173,2,0,"EXP3",0.368,5e+05,235054.347826087
"325",325,325,"C44",0.196,2,0,"EXP3",0.307266666666667,5e+05,318941.201996095
"326",326,326,"C58",0.195,2,0,"EXP3",0.240933333333333,5e+05,404676.258992806
"327",327,327,"C67",0.187,2,0,"EXP3",0.241,5e+05,387966.804979253
"328",328,328,"C73",0.194,2,0,"EXP3",0.2194,5e+05,442114.858705561
"329",329,329,"C85",0.191,2,0,"EXP3",0.225866666666667,5e+05,422815.820543093
"330",330,330,"C89",0.168,2,0,"EXP3",0.217466666666667,5e+05,386266.094420601
"331",331,331,"REF",0.17,2,150,"EXP3",0.1908,5e+05,445492.662473795
"332",332,332,"GSH1",0.166,2,150,"EXP3",0.2116,5e+05,392249.527410208
"333",333,333,"C6",0.161,2,150,"EXP3",0.202533333333333,5e+05,397465.437788018
"334",334,334,"C7",0.173,2,150,"EXP3",0.187933333333333,5e+05,460269.599148634
"335",335,335,"C44",0.186,2,150,"EXP3",0.185333333333333,5e+05,501798.561151079
"336",336,336,"C58",0.191,2,150,"EXP3",0.232266666666667,5e+05,411165.327210103
"337",337,337,"C67",0.196,2,150,"EXP3",0.194666666666667,5e+05,503424.657534247
"338",338,338,"C73",0.191,2,150,"EXP3",0.195666666666667,5e+05,488074.957410562
"339",339,339,"C85",0.193,2,150,"EXP3",0.259733333333333,5e+05,371534.907597536
"340",340,340,"C89",0.186,2,150,"EXP3",0.194266666666667,5e+05,478723.404255319
"341",341,341,"REF",0.159,2,150,"EXP3",0.1908,5e+05,416666.666666667
"342",342,342,"GSH1",0.171,2,150,"EXP3",0.2116,5e+05,404064.27221172
"343",343,343,"C6",0.162,2,150,"EXP3",0.202533333333333,5e+05,399934.167215273
"344",344,344,"C7",0.191,2,150,"EXP3",0.187933333333333,5e+05,508158.921603405
"345",345,345,"C44",0.181,2,150,"EXP3",0.185333333333333,5e+05,488309.352517986
"346",346,346,"C58",0.191,2,150,"EXP3",0.232266666666667,5e+05,411165.327210103
"347",347,347,"C67",0.188,2,150,"EXP3",0.194666666666667,5e+05,482876.712328767
"348",348,348,"C73",0.192,2,150,"EXP3",0.195666666666667,5e+05,490630.323679727
"349",349,349,"C85",0.19,2,150,"EXP3",0.259733333333333,5e+05,365759.753593429
"350",350,350,"C89",0.165,2,150,"EXP3",0.194266666666667,5e+05,424673.987645848
"351",351,351,"REF",0.16,2,150,"EXP3",0.1908,5e+05,419287.211740042
"352",352,352,"GSH1",0.166,2,150,"EXP3",0.2116,5e+05,392249.527410208
"353",353,353,"C6",0.179,2,150,"EXP3",0.202533333333333,5e+05,441902.567478604
"354",354,354,"C7",0.179,2,150,"EXP3",0.187933333333333,5e+05,476232.706633558
"355",355,355,"C44",0.179,2,150,"EXP3",0.185333333333333,5e+05,482913.669064748
"356",356,356,"C58",0.191,2,150,"EXP3",0.232266666666667,5e+05,411165.327210103
"357",357,357,"C67",0.182,2,150,"EXP3",0.194666666666667,5e+05,467465.753424658
"358",358,358,"C73",0.187,2,150,"EXP3",0.195666666666667,5e+05,477853.492333901
"359",359,359,"C85",0.189,2,150,"EXP3",0.259733333333333,5e+05,363834.702258727
"360",360,360,"C89",0.167,2,150,"EXP3",0.194266666666667,5e+05,429821.551132464
"361",361,361,"REF",0.253,3,0,"EXP1",0.3144,5e+05,402353.68956743
"362",362,362,"GSH1",0.216,3,0,"EXP1",0.276733333333333,5e+05,390267.405444471
"363",363,363,"C6",0.225,3,0,"EXP1",0.282933333333333,5e+05,397620.169651272
"364",364,364,"C7",0.208,3,0,"EXP1",0.281,5e+05,370106.761565836
"365",365,365,"C44",0.22,3,0,"EXP1",0.2962,5e+05,371370.69547603
"366",366,366,"C58",0.208,3,0,"EXP1",0.276266666666667,5e+05,376447.876447876
"367",367,367,"C67",0.257,3,0,"EXP1",0.311266666666667,5e+05,412829.299635896
"368",368,368,"C73",0.213,3,0,"EXP1",0.275066666666667,5e+05,387178.86572952
"369",369,369,"C85",0.188,3,0,"EXP1",0.1872,5e+05,502136.752136752
"370",370,370,"C89",0.212,3,0,"EXP1",0.288933333333333,5e+05,366866.635902169
"371",371,371,"REF",0.292,3,0,"EXP1",0.3144,5e+05,464376.590330789
"372",372,372,"GSH1",0.226,3,0,"EXP1",0.276733333333333,5e+05,408335.340881715
"373",373,373,"C6",0.231,3,0,"EXP1",0.282933333333333,5e+05,408223.374175306
"374",374,374,"C7",0.238,3,0,"EXP1",0.281,5e+05,423487.544483986
"375",375,375,"C44",0.208,3,0,"EXP1",0.2962,5e+05,351114.112086428
"376",376,376,"C58",0.222,3,0,"EXP1",0.276266666666667,5e+05,401785.714285714
"377",377,377,"C67",0.266,3,0,"EXP1",0.311266666666667,5e+05,427286.356821589
"378",378,378,"C73",0.223,3,0,"EXP1",0.275066666666667,5e+05,405356.277266117
"379",379,379,"C85",0.182,3,0,"EXP1",0.1872,5e+05,486111.111111111
"380",380,380,"C89",0.214,3,0,"EXP1",0.288933333333333,5e+05,370327.641901246
"381",381,381,"REF",0.295,3,0,"EXP1",0.3144,5e+05,469147.582697201
"382",382,382,"GSH1",0.226,3,0,"EXP1",0.276733333333333,5e+05,408335.340881715
"383",383,383,"C6",0.244,3,0,"EXP1",0.282933333333333,5e+05,431196.98397738
"384",384,384,"C7",0.22,3,0,"EXP1",0.281,5e+05,391459.074733096
"385",385,385,"C44",0.221,3,0,"EXP1",0.2962,5e+05,373058.74409183
"386",386,386,"C58",0.232,3,0,"EXP1",0.276266666666667,5e+05,419884.16988417
"387",387,387,"C67",0.263,3,0,"EXP1",0.311266666666667,5e+05,422467.337759692
"388",388,388,"C73",0.225,3,0,"EXP1",0.275066666666667,5e+05,408991.759573437
"389",389,389,"C85",0.184,3,0,"EXP1",0.1872,5e+05,491452.991452991
"390",390,390,"C89",0.233,3,0,"EXP1",0.288933333333333,5e+05,403207.198892478
"391",391,391,"REF",0.225,3,150,"EXP1",0.226266666666667,5e+05,497200.942840306
"392",392,392,"GSH1",0.208,3,150,"EXP1",0.214266666666667,5e+05,485376.477909148
"393",393,393,"C6",0.208,3,150,"EXP1",0.2094,5e+05,496657.11556829
"394",394,394,"C7",0.211,3,150,"EXP1",0.209333333333333,5e+05,503980.891719745
"395",395,395,"C44",0.204,3,150,"EXP1",0.208466666666667,5e+05,489286.856411896
"396",396,396,"C58",0.205,3,150,"EXP1",0.2056,5e+05,498540.856031128
"397",397,397,"C67",0.217,3,150,"EXP1",0.211666666666667,5e+05,512598.42519685
"398",398,398,"C73",0.208,3,150,"EXP1",0.2082,5e+05,499519.692603266
"399",399,399,"C85",0.191,3,150,"EXP1",0.1958,5e+05,487742.594484168
"400",400,400,"C89",0.196,3,150,"EXP1",0.203666666666667,5e+05,481178.396072013
"401",401,401,"REF",0.232,3,150,"EXP1",0.226266666666667,5e+05,512669.41661756
"402",402,402,"GSH1",0.207,3,150,"EXP1",0.214266666666667,5e+05,483042.937149969
"403",403,403,"C6",0.209,3,150,"EXP1",0.2094,5e+05,499044.890162369
"404",404,404,"C7",0.209,3,150,"EXP1",0.209333333333333,5e+05,499203.821656051
"405",405,405,"C44",0.201,3,150,"EXP1",0.208466666666667,5e+05,482091.461464663
"406",406,406,"C58",0.206,3,150,"EXP1",0.2056,5e+05,500972.762645914
"407",407,407,"C67",0.219,3,150,"EXP1",0.211666666666667,5e+05,517322.834645669
"408",408,408,"C73",0.211,3,150,"EXP1",0.2082,5e+05,506724.303554275
"409",409,409,"C85",0.194,3,150,"EXP1",0.1958,5e+05,495403.472931563
"410",410,410,"C89",0.209,3,150,"EXP1",0.203666666666667,5e+05,513093.289689034
"411",411,411,"REF",0.223,3,150,"EXP1",0.226266666666667,5e+05,492781.378903948
"412",412,412,"GSH1",0.212,3,150,"EXP1",0.214266666666667,5e+05,494710.640945862
"413",413,413,"C6",0.211,3,150,"EXP1",0.2094,5e+05,503820.439350525
"414",414,414,"C7",0.217,3,150,"EXP1",0.209333333333333,5e+05,518312.101910828
"415",415,415,"C44",0.208,3,150,"EXP1",0.208466666666667,5e+05,498880.716341541
"416",416,416,"C58",0.209,3,150,"EXP1",0.2056,5e+05,508268.482490272
"417",417,417,"C67",0.216,3,150,"EXP1",0.211666666666667,5e+05,510236.220472441
"418",418,418,"C73",0.208,3,150,"EXP1",0.2082,5e+05,499519.692603266
"419",419,419,"C85",0.192,3,150,"EXP1",0.1958,5e+05,490296.220633299
"420",420,420,"C89",0.204,3,150,"EXP1",0.203666666666667,5e+05,500818.330605565
"421",421,421,"REF",0.285,3,0,"EXP2",0.351733333333333,5e+05,405136.46702047
"422",422,422,"GSH1",0.292,3,0,"EXP2",0.344466666666667,5e+05,423843.622992065
"423",423,423,"C6",0.273,3,0,"EXP2",0.303133333333333,5e+05,450296.899054321
"424",424,424,"C7",0.278,3,0,"EXP2",0.3604,5e+05,385682.574916759
"425",425,425,"C44",0.279,3,0,"EXP2",0.3204,5e+05,435393.258426966
"426",426,426,"C58",0.277,3,0,"EXP2",0.4064,5e+05,340797.244094488
"427",427,427,"C67",0.289,3,0,"EXP2",0.321866666666667,5e+05,448943.661971831
"428",428,428,"C73",0.25,3,0,"EXP2",0.401133333333333,5e+05,311617.084926043
"429",429,429,"C85",0.257,3,0,"EXP2",0.327133333333333,5e+05,392806.195231302
"430",430,430,"C89",0.251,3,0,"EXP2",0.374266666666667,5e+05,335322.408265052
"431",431,431,"REF",0.288,3,0,"EXP2",0.351733333333333,5e+05,409401.061410159
"432",432,432,"GSH1",0.297,3,0,"EXP2",0.344466666666667,5e+05,431101.219276176
"433",433,433,"C6",0.269,3,0,"EXP2",0.303133333333333,5e+05,443699.142291621
"434",434,434,"C7",0.273,3,0,"EXP2",0.3604,5e+05,378745.837957825
"435",435,435,"C44",0.262,3,0,"EXP2",0.3204,5e+05,408863.920099875
"436",436,436,"C58",0.267,3,0,"EXP2",0.4064,5e+05,328494.094488189
"437",437,437,"C67",0.25,3,0,"EXP2",0.321866666666667,5e+05,388359.569179785
"438",438,438,"C73",0.258,3,0,"EXP2",0.401133333333333,5e+05,321588.831643676
"439",439,439,"C85",0.248,3,0,"EXP2",0.327133333333333,5e+05,379050.336254331
"440",440,440,"C89",0.239,3,0,"EXP2",0.374266666666667,5e+05,319291.058069113
"441",441,441,"REF",0.267,3,0,"EXP2",0.351733333333333,5e+05,379548.900682335
"442",442,442,"GSH1",0.242,3,0,"EXP2",0.344466666666667,5e+05,351267.660150958
"443",443,443,"C6",0.251,3,0,"EXP2",0.303133333333333,5e+05,414009.236859468
"444",444,444,"C7",0.257,3,0,"EXP2",0.3604,5e+05,356548.279689234
"445",445,445,"C44",0.248,3,0,"EXP2",0.3204,5e+05,387016.229712859
"446",446,446,"C58",0.274,3,0,"EXP2",0.4064,5e+05,337106.299212598
"447",447,447,"C67",0.252,3,0,"EXP2",0.321866666666667,5e+05,391466.445733223
"448",448,448,"C73",0.255,3,0,"EXP2",0.401133333333333,5e+05,317849.426624564
"449",449,449,"C85",0.236,3,0,"EXP2",0.327133333333333,5e+05,360709.190951702
"450",450,450,"C89",0.232,3,0,"EXP2",0.374266666666667,5e+05,309939.437121482
"451",451,451,"REF",0.22,3,150,"EXP2",0.2474,5e+05,444624.090541633
"452",452,452,"GSH1",0.241,3,150,"EXP2",0.248533333333333,5e+05,484844.420600858
"453",453,453,"C6",0.233,3,150,"EXP2",0.2342,5e+05,497438.087105038
"454",454,454,"C7",0.228,3,150,"EXP2",0.223066666666667,5e+05,511057.979677227
"455",455,455,"C44",0.216,3,150,"EXP2",0.213066666666667,5e+05,506883.604505632
"456",456,456,"C58",0.216,3,150,"EXP2",0.229266666666667,5e+05,471067.170689154
"457",457,457,"C67",0.214,3,150,"EXP2",0.2242,5e+05,477252.453166815
"458",458,458,"C73",0.218,3,150,"EXP2",0.2504,5e+05,435303.514376997
"459",459,459,"C85",0.213,3,150,"EXP2",0.237733333333333,5e+05,447980.931015143
"460",460,460,"C89",0.214,3,150,"EXP2",0.232266666666667,5e+05,460677.382319173
"461",461,461,"REF",0.259,3,150,"EXP2",0.2474,5e+05,523443.815683104
"462",462,462,"GSH1",0.233,3,150,"EXP2",0.248533333333333,5e+05,468750
"463",463,463,"C6",0.237,3,150,"EXP2",0.2342,5e+05,505977.79675491
"464",464,464,"C7",0.22,3,150,"EXP2",0.223066666666667,5e+05,493126.120741184
"465",465,465,"C44",0.224,3,150,"EXP2",0.213066666666667,5e+05,525657.071339174
"466",466,466,"C58",0.216,3,150,"EXP2",0.229266666666667,5e+05,471067.170689154
"467",467,467,"C67",0.209,3,150,"EXP2",0.2242,5e+05,466101.694915254
"468",468,468,"C73",0.213,3,150,"EXP2",0.2504,5e+05,425319.488817891
"469",469,469,"C85",0.211,3,150,"EXP2",0.237733333333333,5e+05,443774.537296691
"470",470,470,"C89",0.207,3,150,"EXP2",0.232266666666667,5e+05,445608.49598163
"471",471,471,"REF",0.247,3,150,"EXP2",0.2474,5e+05,499191.592562652
"472",472,472,"GSH1",0.242,3,150,"EXP2",0.248533333333333,5e+05,486856.223175966
"473",473,473,"C6",0.222,3,150,"EXP2",0.2342,5e+05,473953.885567891
"474",474,474,"C7",0.21,3,150,"EXP2",0.223066666666667,5e+05,470711.29707113
"475",475,475,"C44",0.21,3,150,"EXP2",0.213066666666667,5e+05,492803.504380476
"476",476,476,"C58",0.207,3,150,"EXP2",0.229266666666667,5e+05,451439.371910439
"477",477,477,"C67",0.208,3,150,"EXP2",0.2242,5e+05,463871.543264942
"478",478,478,"C73",0.211,3,150,"EXP2",0.2504,5e+05,421325.878594249
"479",479,479,"C85",0.205,3,150,"EXP2",0.237733333333333,5e+05,431155.356141335
"480",480,480,"C89",0.212,3,150,"EXP2",0.232266666666667,5e+05,456371.986222732
"481",481,481,"REF",0.24,3,0,"EXP3",0.356133333333333,5e+05,336952.452265069
"482",482,482,"GSH1",0.245,3,0,"EXP3",0.300333333333333,5e+05,407880.13318535
"483",483,483,"C6",0.233,3,0,"EXP3",0.224533333333333,5e+05,518853.919239905
"484",484,484,"C7",0.228,3,0,"EXP3",0.368,5e+05,309782.608695652
"485",485,485,"C44",0.22,3,0,"EXP3",0.307266666666667,5e+05,357995.22673031
"486",486,486,"C58",0.228,3,0,"EXP3",0.240933333333333,5e+05,473159.933591588
"487",487,487,"C67",0.224,3,0,"EXP3",0.241,5e+05,464730.290456432
"488",488,488,"C73",0.228,3,0,"EXP3",0.2194,5e+05,519598.906107566
"489",489,489,"C85",0.227,3,0,"EXP3",0.225866666666667,5e+05,502508.854781582
"490",490,490,"C89",0.231,3,0,"EXP3",0.217466666666667,5e+05,531115.879828326
"491",491,491,"REF",0.233,3,0,"EXP3",0.356133333333333,5e+05,327124.672407338
"492",492,492,"GSH1",0.235,3,0,"EXP3",0.300333333333333,5e+05,391231.964483907
"493",493,493,"C6",0.227,3,0,"EXP3",0.224533333333333,5e+05,505492.874109264
"494",494,494,"C7",0.222,3,0,"EXP3",0.368,5e+05,301630.434782609
"495",495,495,"C44",0.225,3,0,"EXP3",0.307266666666667,5e+05,366131.481883272
"496",496,496,"C58",0.223,3,0,"EXP3",0.240933333333333,5e+05,462783.619258439
"497",497,497,"C67",0.223,3,0,"EXP3",0.241,5e+05,462655.601659751
"498",498,498,"C73",0.219,3,0,"EXP3",0.2194,5e+05,499088.422971741
"499",499,499,"C85",0.24,3,0,"EXP3",0.225866666666667,5e+05,531286.894923259
"500",500,500,"C89",0.227,3,0,"EXP3",0.217466666666667,5e+05,521919.068056407
"501",501,501,"REF",0.234,3,0,"EXP3",0.356133333333333,5e+05,328528.640958443
"502",502,502,"GSH1",0.227,3,0,"EXP3",0.300333333333333,5e+05,377913.429522752
"503",503,503,"C6",0.223,3,0,"EXP3",0.224533333333333,5e+05,496585.510688836
"504",504,504,"C7",0.247,3,0,"EXP3",0.368,5e+05,335597.826086957
"505",505,505,"C44",0.218,3,0,"EXP3",0.307266666666667,5e+05,354740.724669126
"506",506,506,"C58",0.22,3,0,"EXP3",0.240933333333333,5e+05,456557.83065855
"507",507,507,"C67",0.268,3,0,"EXP3",0.241,5e+05,556016.597510373
"508",508,508,"C73",0.235,3,0,"EXP3",0.2194,5e+05,535551.504102097
"509",509,509,"C85",0.235,3,0,"EXP3",0.225866666666667,5e+05,520218.417945691
"510",510,510,"C89",0.236,3,0,"EXP3",0.217466666666667,5e+05,542611.894543225
"511",511,511,"REF",0.213,3,150,"EXP3",0.1908,5e+05,558176.100628931
"512",512,512,"GSH1",0.215,3,150,"EXP3",0.2116,5e+05,508034.026465028
"513",513,513,"C6",0.209,3,150,"EXP3",0.202533333333333,5e+05,515964.450296247
"514",514,514,"C7",0.207,3,150,"EXP3",0.187933333333333,5e+05,550727.208229869
"515",515,515,"C44",0.206,3,150,"EXP3",0.185333333333333,5e+05,555755.395683453
"516",516,516,"C58",0.207,3,150,"EXP3",0.232266666666667,5e+05,445608.49598163
"517",517,517,"C67",0.216,3,150,"EXP3",0.194666666666667,5e+05,554794.520547945
"518",518,518,"C73",0.212,3,150,"EXP3",0.195666666666667,5e+05,541737.649063032
"519",519,519,"C85",0.219,3,150,"EXP3",0.259733333333333,5e+05,421586.242299795
"520",520,520,"C89",0.227,3,150,"EXP3",0.194266666666667,5e+05,584248.455730954
"521",521,521,"REF",0.204,3,150,"EXP3",0.1908,5e+05,534591.194968553
"522",522,522,"GSH1",0.21,3,150,"EXP3",0.2116,5e+05,496219.281663516
"523",523,523,"C6",0.204,3,150,"EXP3",0.202533333333333,5e+05,503620.803159974
"524",524,524,"C7",0.199,3,150,"EXP3",0.187933333333333,5e+05,529443.064916637
"525",525,525,"C44",0.199,3,150,"EXP3",0.185333333333333,5e+05,536870.503597122
"526",526,526,"C58",0.212,3,150,"EXP3",0.232266666666667,5e+05,456371.986222732
"527",527,527,"C67",0.21,3,150,"EXP3",0.194666666666667,5e+05,539383.561643836
"528",528,528,"C73",0.219,3,150,"EXP3",0.195666666666667,5e+05,559625.212947189
"529",529,529,"C85",0.21,3,150,"EXP3",0.259733333333333,5e+05,404260.780287474
"530",530,530,"C89",0.213,3,150,"EXP3",0.194266666666667,5e+05,548215.51132464
"531",531,531,"REF",0.204,3,150,"EXP3",0.1908,5e+05,534591.194968553
"532",532,532,"GSH1",0.219,3,150,"EXP3",0.2116,5e+05,517485.822306238
"533",533,533,"C6",0.199,3,150,"EXP3",0.202533333333333,5e+05,491277.1560237
"534",534,534,"C7",0.199,3,150,"EXP3",0.187933333333333,5e+05,529443.064916637
"535",535,535,"C44",0.192,3,150,"EXP3",0.185333333333333,5e+05,517985.611510791
"536",536,536,"C58",0.201,3,150,"EXP3",0.232266666666667,5e+05,432692.307692308
"537",537,537,"C67",0.202,3,150,"EXP3",0.194666666666667,5e+05,518835.616438356
"538",538,538,"C73",0.208,3,150,"EXP3",0.195666666666667,5e+05,531516.183986371
"539",539,539,"C85",0.208,3,150,"EXP3",0.259733333333333,5e+05,400410.67761807
"540",540,540,"C89",0.214,3,150,"EXP3",0.194266666666667,5e+05,550789.293067948
"541",541,541,"REF",0.307,4,0,"EXP1",0.3144,5e+05,488231.55216285
"542",542,542,"GSH1",0.261,4,0,"EXP1",0.276733333333333,5e+05,471573.114912069
"543",543,543,"C6",0.281,4,0,"EXP1",0.282933333333333,5e+05,496583.411875589
"544",544,544,"C7",0.291,4,0,"EXP1",0.281,5e+05,517793.59430605
"545",545,545,"C44",0.277,4,0,"EXP1",0.2962,5e+05,467589.466576637
"546",546,546,"C58",0.291,4,0,"EXP1",0.276266666666667,5e+05,526665.057915058
"547",547,547,"C67",0.349,4,0,"EXP1",0.311266666666667,5e+05,560612.550867423
"548",548,548,"C73",0.285,4,0,"EXP1",0.275066666666667,5e+05,518056.22879302
"549",549,549,"C85",0.134,4,0,"EXP1",0.1872,5e+05,357905.982905983
"550",550,550,"C89",0.292,4,0,"EXP1",0.288933333333333,5e+05,505306.875865252
"551",551,551,"REF",0.319,4,0,"EXP1",0.3144,5e+05,507315.521628499
"552",552,552,"GSH1",0.286,4,0,"EXP1",0.276733333333333,5e+05,516742.953505179
"553",553,553,"C6",0.318,4,0,"EXP1",0.282933333333333,5e+05,561969.839773798
"554",554,554,"C7",0.323,4,0,"EXP1",0.281,5e+05,574733.096085409
"555",555,555,"C44",0.214,4,0,"EXP1",0.2962,5e+05,361242.403781229
"556",556,556,"C58",0.329,4,0,"EXP1",0.276266666666667,5e+05,595439.189189189
"557",557,557,"C67",0.341,4,0,"EXP1",0.311266666666667,5e+05,547761.83336903
"558",558,558,"C73",0.299,4,0,"EXP1",0.275066666666667,5e+05,543504.604944256
"559",559,559,"C85",0.138,4,0,"EXP1",0.1872,5e+05,368589.743589744
"560",560,560,"C89",0.292,4,0,"EXP1",0.288933333333333,5e+05,505306.875865252
"561",561,561,"REF",0.323,4,0,"EXP1",0.3144,5e+05,513676.844783715
"562",562,562,"GSH1",0.289,4,0,"EXP1",0.276733333333333,5e+05,522163.334136353
"563",563,563,"C6",0.31,4,0,"EXP1",0.282933333333333,5e+05,547832.233741753
"564",564,564,"C7",0.282,4,0,"EXP1",0.281,5e+05,501779.359430605
"565",565,565,"C44",0.299,4,0,"EXP1",0.2962,5e+05,504726.53612424
"566",566,566,"C58",0.333,4,0,"EXP1",0.276266666666667,5e+05,602678.571428571
"567",567,567,"C67",0.339,4,0,"EXP1",0.311266666666667,5e+05,544549.153994431
"568",568,568,"C73",0.314,4,0,"EXP1",0.275066666666667,5e+05,570770.722249152
"569",569,569,"C85",0.137,4,0,"EXP1",0.1872,5e+05,365918.803418803
"570",570,570,"C89",0.321,4,0,"EXP1",0.288933333333333,5e+05,555491.462851869
"571",571,571,"REF",0.159,4,150,"EXP1",0.226266666666667,5e+05,351355.332940483
"572",572,572,"GSH1",0.143,4,150,"EXP1",0.214266666666667,5e+05,333696.328562539
"573",573,573,"C6",0.144,4,150,"EXP1",0.2094,5e+05,343839.541547278
"574",574,574,"C7",0.143,4,150,"EXP1",0.209333333333333,5e+05,341560.50955414
"575",575,575,"C44",0.15,4,150,"EXP1",0.208466666666667,5e+05,359769.747361689
"576",576,576,"C58",0.153,4,150,"EXP1",0.2056,5e+05,372081.712062257
"577",577,577,"C67",0.153,4,150,"EXP1",0.211666666666667,5e+05,361417.322834646
"578",578,578,"C73",0.156,4,150,"EXP1",0.2082,5e+05,374639.76945245
"579",579,579,"C85",0.137,4,150,"EXP1",0.1958,5e+05,349846.782431052
"580",580,580,"C89",0.142,4,150,"EXP1",0.203666666666667,5e+05,348608.83797054
"581",581,581,"REF",0.159,4,150,"EXP1",0.226266666666667,5e+05,351355.332940483
"582",582,582,"GSH1",0.144,4,150,"EXP1",0.214266666666667,5e+05,336029.869321717
"583",583,583,"C6",0.147,4,150,"EXP1",0.2094,5e+05,351002.865329513
"584",584,584,"C7",0.152,4,150,"EXP1",0.209333333333333,5e+05,363057.324840764
"585",585,585,"C44",0.144,4,150,"EXP1",0.208466666666667,5e+05,345378.957467221
"586",586,586,"C58",0.142,4,150,"EXP1",0.2056,5e+05,345330.739299611
"587",587,587,"C67",0.156,4,150,"EXP1",0.211666666666667,5e+05,368503.937007874
"588",588,588,"C73",0.149,4,150,"EXP1",0.2082,5e+05,357829.010566763
"589",589,589,"C85",0.139,4,150,"EXP1",0.1958,5e+05,354954.034729316
"590",590,590,"C89",0.155,4,150,"EXP1",0.203666666666667,5e+05,380523.731587561
"591",591,591,"REF",0.163,4,150,"EXP1",0.226266666666667,5e+05,360194.4608132
"592",592,592,"GSH1",0.152,4,150,"EXP1",0.214266666666667,5e+05,354698.195395146
"593",593,593,"C6",0.149,4,150,"EXP1",0.2094,5e+05,355778.41451767
"594",594,594,"C7",0.149,4,150,"EXP1",0.209333333333333,5e+05,355891.719745223
"595",595,595,"C44",0.146,4,150,"EXP1",0.208466666666667,5e+05,350175.887432043
"596",596,596,"C58",0.148,4,150,"EXP1",0.2056,5e+05,359922.178988327
"597",597,597,"C67",0.149,4,150,"EXP1",0.211666666666667,5e+05,351968.503937008
"598",598,598,"C73",0.152,4,150,"EXP1",0.2082,5e+05,365033.621517771
"599",599,599,"C85",0.137,4,150,"EXP1",0.1958,5e+05,349846.782431052
"600",600,600,"C89",0.144,4,150,"EXP1",0.203666666666667,5e+05,353518.821603928
"601",601,601,"REF",0.34,4,0,"EXP2",0.351733333333333,5e+05,483320.697498105
"602",602,602,"GSH1",0.366,4,0,"EXP2",0.344466666666667,5e+05,531256.047996903
"603",603,603,"C6",0.265,4,0,"EXP2",0.303133333333333,5e+05,437101.38552892
"604",604,604,"C7",0.316,4,0,"EXP2",0.3604,5e+05,438401.775804662
"605",605,605,"C44",0.315,4,0,"EXP2",0.3204,5e+05,491573.033707865
"606",606,606,"C58",0.359,4,0,"EXP2",0.4064,5e+05,441683.070866142
"607",607,607,"C67",0.337,4,0,"EXP2",0.321866666666667,5e+05,523508.69925435
"608",608,608,"C73",0.328,4,0,"EXP2",0.401133333333333,5e+05,408841.615422968
"609",609,609,"C85",0.288,4,0,"EXP2",0.327133333333333,5e+05,440187.487263094
"610",610,610,"C89",0.259,4,0,"EXP2",0.374266666666667,5e+05,346009.975062344
